,country,athlete_name,sport_name,event_name,medal_type
17,Mexico,ROMO Luis,Football;FBL;,Men,Bronze Medal
18,Mexico,SANCHEZ Jorge,Football;FBL;,Men,Bronze Medal
19,Mexico,VASQUEZ Johan,Football;FBL;,Men,Bronze Medal
0,Mexico,VEGA Alexis,Football;FBL;,Men,Bronze Medal
1,United States of America,CAMPBELL Jane,Football;FBL;,Women,Bronze Medal
2,United States of America,DAHLKEMPER Abby,Football;FBL;,Women,Bronze Medal
3,United States of America,DAVIDSON Tierna,Football;FBL;,Women,Bronze Medal
4,United States of America,DUNN Crystal,Football;FBL;,Women,Bronze Medal
5,United States of America,ERTZ Julie,Football;FBL;,Women,Bronze Medal
6,United States of America,FRANCH Adrianna,Football;FBL;,Women,Bronze Medal
7,United States of America,HEATH Tobin,Football;FBL;,Women,Bronze Medal
8,United States of America,HORAN Lindsey,Football;FBL;,Women,Bronze Medal
9,United States of America,KRUEGER Casey,Football;FBL;,Women,Bronze Medal
10,United States of America,LAVELLE Rose,Football;FBL;,Women,Bronze Medal
11,United States of America,LLOYD Carli,Football;FBL;,Women,Bronze Medal
12,United States of America,MACARIO Catarina,Football;FBL;,Women,Bronze Medal
13,United States of America,MEWIS Kristie,Football;FBL;,Women,Bronze Medal
14,United States of America,MEWIS Samantha,Football;FBL;,Women,Bronze Medal
15,United States of America,MORGAN Alex,Football;FBL;,Women,Bronze Medal
16,United States of America,NAEHER Alyssa,Football;FBL;,Women,Bronze Medal
17,United States of America,O'HARA Kelley,Football;FBL;,Women,Bronze Medal
18,United States of America,PRESS Christen,Football;FBL;,Women,Bronze Medal
19,United States of America,RAPINOE Megan,Football;FBL;,Women,Bronze Medal
0,United States of America,SAUERBRUNN Becky,Football;FBL;,Women,Bronze Medal
1,United States of America,SONNETT Emily,Football;FBL;,Women,Bronze Medal
2,United States of America,WILLIAMS Lynn,Football;FBL;,Women,Bronze Medal
3,Chinese Taipei,PAN C T,Golf;GLF;,Men's Individual Stroke Play,Bronze Medal
4,New Zealand,KO Lydia,Golf;GLF;,Women's Individual Stroke Play,Bronze Medal
5,Spain,AGUINAGALDE AQUIZU Julen,Handball;HBL;,Men,Bronze Medal
6,Spain,CORRALES RODAL Rodrigo,Handball;HBL;,Men,Bronze Medal
7,Spain,DUJSHEBAEV DOVICHEBAEVA Alex,Handball;HBL;,Men,Bronze Medal
8,Spain,ENTRERRIOS RODRIGUEZ Raul,Handball;HBL;,Men,Bronze Medal
9,Spain,FERNANDEZ PEREZ Angel,Handball;HBL;,Men,Bronze Medal
10,Spain,FIGUERAS TREJO Adrian,Handball;HBL;,Men,Bronze Medal
11,Spain,GARCIA ROBLEDO Antonio,Handball;HBL;,Men,Bronze Medal
12,Spain,GOMEZ ABELLO Aleix,Handball;HBL;,Men,Bronze Medal
13,Spain,GUARDIOLA VILLAPLANA Gedeon,Handball;HBL;,Men,Bronze Medal
14,Spain,GURBINDO MARTINEZ Eduardo,Handball;HBL;,Men,Bronze Medal
15,Spain,MAQUEDA PENO Jorge,Handball;HBL;,Men,Bronze Medal
16,Spain,MORROS de ARGILA Viran,Handball;HBL;,Men,Bronze Medal
17,Spain,PEREZ de VARGAS MORENO Gonzalo,Handball;HBL;,Men,Bronze Medal
18,Spain,SANCHEZ-MIGALLON NARANJO Miguel,Handball;HBL;,Men,Bronze Medal
19,Spain,SARMIENTO MELIAN Daniel,Handball;HBL;,Men,Bronze Medal
0,Spain,SOLE SALA Ferran,Handball;HBL;,Men,Bronze Medal
1,Norway,BRATTSET DALE Kari,Handball;HBL;,Women,Bronze Medal
2,Norway,BREDAL OFTEDAL Stine,Handball;HBL;,Women,Bronze Medal
3,Norway,BREISTOEL Kristine,Handball;HBL;,Women,Bronze Medal
4,Norway,FRAFJORD Marit Malm,Handball;HBL;,Women,Bronze Medal
5,Norway,HERREM Camilla,Handball;HBL;,Women,Bronze Medal
6,Norway,JACOBSEN Marit,Handball;HBL;,Women,Bronze Medal
7,Norway,JOHANSEN Vilde Ingeborg,Handball;HBL;,Women,Bronze Medal
8,Norway,KRISTIANSEN Veronica,Handball;HBL;,Women,Bronze Medal
9,Norway,LUNDE Katrine,Handball;HBL;,Women,Bronze Medal
10,Norway,MOERK Nora,Handball;HBL;,Women,Bronze Medal
11,Norway,REISTAD Henny,Handball;HBL;,Women,Bronze Medal
12,Norway,SKOGRAND Stine,Handball;HBL;,Women,Bronze Medal
13,Norway,SOLBERG ISAKSEN Sanna,Handball;HBL;,Women,Bronze Medal
14,Norway,SOLBERG Silje,Handball;HBL;,Women,Bronze Medal
15,Norway,TOMAC Marta,Handball;HBL;,Women,Bronze Medal
16,India,KUMAR Surender,Hockey;HOC;,Men,Bronze Medal
17,India,KUMAR Varun,Hockey;HOC;,Men,Bronze Medal
18,India,LAKRA Birendra,Hockey;HOC;,Men,Bronze Medal
19,India,PARATTU RAVEENDRAN Sreejesh,Hockey;HOC;,Men,Bronze Medal
0,India,PRASAD Vivek Sagar,Hockey;HOC;,Men,Bronze Medal
1,India,ROHIDAS Amit,Hockey;HOC;,Men,Bronze Medal
2,India,SHARMA Nilakanta,Hockey;HOC;,Men,Bronze Medal
3,India,SINGH Dilpreet,Hockey;HOC;,Men,Bronze Medal
4,India,SINGH Gurjant,Hockey;HOC;,Men,Bronze Medal
5,India,SINGH Hardik,Hockey;HOC;,Men,Bronze Medal
6,India,SINGH Harmanpreet,Hockey;HOC;,Men,Bronze Medal
7,India,SINGH Mandeep,Hockey;HOC;,Men,Bronze Medal
8,India,SINGH Manpreet,Hockey;HOC;,Men,Bronze Medal
9,India,SINGH Rupinder Pal,Hockey;HOC;,Men,Bronze Medal
10,India,SINGH Shamsher,Hockey;HOC;,Men,Bronze Medal
11,India,SINGH Simranjeet,Hockey;HOC;,Men,Bronze Medal
12,India,SUMIT,Hockey;HOC;,Men,Bronze Medal
13,India,UPADHYAY Lalit Kumar,Hockey;HOC;,Men,Bronze Medal
14,Great Britain,ANSLEY Giselle,Hockey;HOC;,Women,Bronze Medal
15,Great Britain,BALSDON Grace,Hockey;HOC;,Women,Bronze Medal
16,Great Britain,CRACKLES Fiona Anne,Hockey;HOC;,Women,Bronze Medal
17,Great Britain,HINCH Madeleine Claire,Hockey;HOC;,Women,Bronze Medal
18,Great Britain,JONES Sarah Louise,Hockey;HOC;,Women,Bronze Medal
19,Great Britain,MARTIN Hannah,Hockey;HOC;,Women,Bronze Medal
0,Great Britain,McCALLIN Shona,Hockey;HOC;,Women,Bronze Medal
1,Great Britain,OWSLEY Lily,Hockey;HOC;,Women,Bronze Medal
2,Great Britain,PEARNE-WEBB Hollie,Hockey;HOC;,Women,Bronze Medal
3,Great Britain,PETTER Isabelle,Hockey;HOC;,Women,Bronze Medal
4,Great Britain,RAYER Elena Sian,Hockey;HOC;,Women,Bronze Medal
5,Great Britain,ROBERTSON Sarah,Hockey;HOC;,Women,Bronze Medal
6,Great Britain,TOMAN Anna-Frances,Hockey;HOC;,Women,Bronze Medal
7,Great Britain,TOWNSEND Susannah,Hockey;HOC;,Women,Bronze Medal
8,Great Britain,UNSWORTH Laura,Hockey;HOC;,Women,Bronze Medal
9,Great Britain,WILKINSON Leah Julia,Hockey;HOC;,Women,Bronze Medal
10,Portugal,FONSECA Jorge,Judo;JUD;,Men -100 kg,Bronze Medal
11,ROC,ILIASOV Niiaz,Judo;JUD;,Men -100 kg,Bronze Medal
12,France,MKHEIDZE Luka,Judo;JUD;,Men -60 kg,Bronze Medal
13,Kazakhstan,SMETOV Yeldos,Judo;JUD;,Men -60 kg,Bronze Medal
14,Brazil,CARGNIN Daniel,Judo;JUD;,Men -66 kg,Bronze Medal
15,Republic of Korea,AN Baul,Judo;JUD;,Men -66 kg,Bronze Medal
16,Mongolia,TSEND-OCHIR Tsogtbaatar,Judo;JUD;,Men -73 kg,Bronze Medal
17,Republic of Korea,AN Changrim,Judo;JUD;,Men -73 kg,Bronze Medal
18,Austria,BORCHASHVILI Shamil,Judo;JUD;,Men -81 kg,Bronze Medal
19,Belgium,CASSE Matthias,Judo;JUD;,Men -81 kg,Bronze Medal
0,Hungary,TOTH Krisztian,Judo;JUD;,Men -90 kg,Bronze Medal
1,Uzbekistan,BOBONOV Davlat,Judo;JUD;,Men -90 kg,Bronze Medal
2,France,RINER Teddy,Judo;JUD;,Men +100 kg,Bronze Medal
3,ROC,BASHAEV Tamerlan,Judo;JUD;,Men +100 kg,Bronze Medal
4,Mongolia,MUNKHBAT Urantsetseg,Judo;JUD;,Women -48 kg,Bronze Medal
5,Ukraine,BILODID Daria,Judo;JUD;,Women -48 kg,Bronze Medal
6,Great Britain,GILES Chelsie,Judo;JUD;,Women -52 kg,Bronze Medal
7,Italy,GIUFFRIDA Odette,Judo;JUD;,Women -52 kg,Bronze Medal
8,Canada,KLIMKAIT Jessica,Judo;JUD;,Women -57 kg,Bronze Medal
9,Japan,YOSHIDA Tsukasa,Judo;JUD;,Women -57 kg,Bronze Medal
10,Canada,BEAUCHEMIN-PINARD Catherine,Judo;JUD;,Women -63 kg,Bronze Medal
11,Italy,CENTRACCHIO Maria,Judo;JUD;,Women -63 kg,Bronze Medal
12,Netherlands,van DIJKE Sanne,Judo;JUD;,Women -70 kg,Bronze Medal
13,ROC,TAIMAZOVA Madina,Judo;JUD;,Women -70 kg,Bronze Medal
14,Brazil,AGUIAR Mayra,Judo;JUD;,Women -78 kg,Bronze Medal
15,Germany,WAGNER Anna-Maria,Judo;JUD;,Women -78 kg,Bronze Medal
16,Azerbaijan,KINDZERSKA Iryna,Judo;JUD;,Women +78 kg,Bronze Medal
17,France,DICKO Romane,Judo;JUD;,Women +78 kg,Bronze Medal
18,Germany,FREY Johannes,Judo;JUD;,Mixed Team,Bronze Medal
19,Germany,FREY Karl-Richard,Judo;JUD;,Mixed Team,Bronze Medal
0,Germany,GRABOWSKI Jasmin,Judo;JUD;,Mixed Team,Bronze Medal
1,Germany,MENZ Katharina,Judo;JUD;,Mixed Team,Bronze Medal
2,Germany,RESSEL Dominic,Judo;JUD;,Mixed Team,Bronze Medal
3,Germany,SCOCCIMARRO Giovanna,Judo;JUD;,Mixed Team,Bronze Medal
4,Germany,SEIDL Sebastian,Judo;JUD;,Mixed Team,Bronze Medal
5,Germany,STOLL Theresa,Judo;JUD;,Mixed Team,Bronze Medal
6,Germany,TRAJDOS Martyna,Judo;JUD;,Mixed Team,Bronze Medal
7,Germany,TRIPPEL Eduard,Judo;JUD;,Mixed Team,Bronze Medal
8,Germany,WAGNER Anna-Maria,Judo;JUD;,Mixed Team,Bronze Medal
9,Germany,WANDTKE Igor,Judo;JUD;,Mixed Team,Bronze Medal
10,Israel,BUTBUL Tohar,Judo;JUD;,Mixed Team,Bronze Medal
11,Israel,HERSHKO Raz,Judo;JUD;,Mixed Team,Bronze Medal
12,Israel,KOCHMAN Li,Judo;JUD;,Mixed Team,Bronze Medal
13,Israel,LANIR Inbar,Judo;JUD;,Mixed Team,Bronze Medal
14,Israel,MUKI Sagi,Judo;JUD;,Mixed Team,Bronze Medal
15,Israel,NELSON LEVY Timna,Judo;JUD;,Mixed Team,Bronze Medal
16,Israel,PALTCHIK Peter,Judo;JUD;,Mixed Team,Bronze Medal
17,Israel,RISHONY Shira,Judo;JUD;,Mixed Team,Bronze Medal
18,Israel,SASSON Or,Judo;JUD;,Mixed Team,Bronze Medal
19,Israel,SHARIR Gili,Judo;JUD;,Mixed Team,Bronze Medal
0,Israel,SHMAILOV Baruch,Judo;JUD;,Mixed Team,Bronze Medal
1,Jordan,ALMASATFA Abdel Rahman,Karate;KTE;,Men's Kumite -67kg,Bronze Medal
2,Kazakhstan,ASSADILOV Darkhan,Karate;KTE;,Men's Kumite -67kg,Bronze Medal
3,Hungary,HARSPATAKI Karoly Gabor,Karate;KTE;,Men's Kumite -75kg,Bronze Medal
4,Ukraine,HORUNA Stanislav,Karate;KTE;,Men's Kumite -75kg,Bronze Medal
5,Turkey,SOFUOGLU Ali,Karate;KTE;,Men's Kata,Bronze Medal
6,United States of America,TORRES GUTIERREZ Ariel,Karate;KTE;,Men's Kata,Bronze Medal
7,Japan,ARAGA Ryutaro,Karate;KTE;,Men's Kumite +75kg,Bronze Medal
8,Turkey,AKTAS Ugur,Karate;KTE;,Men's Kumite +75kg,Bronze Medal
9,Austria,PLANK Bettina,Karate;KTE;,Women's Kumite -55kg,Bronze Medal
10,Chinese Taipei,WEN Tzuyun,Karate;KTE;,Women's Kumite -55kg,Bronze Medal
11,Egypt,LOTFY Giana,Karate;KTE;,Women's Kumite -61kg,Bronze Medal
12,Turkey,COBAN Merve,Karate;KTE;,Women's Kumite -61kg,Bronze Medal
13,"Hong Kong, China",LAU Mo Sheung Grace,Karate;KTE;,Women's Kata,Bronze Medal
14,Italy,BOTTARO Viviana,Karate;KTE;,Women's Kata,Bronze Medal
15,Kazakhstan,BERULTSEVA Sofya,Karate;KTE;,Women's Kumite +61kg,Bronze Medal
16,People's Republic of China,GONG Li,Karate;KTE;,Women's Kumite +61kg,Bronze Medal
17,Italy,PALTRINIERI Gregorio,Marathon Swimming;OWS;,Men's 10km,Bronze Medal
18,Australia,LEE Kareena,Marathon Swimming;OWS;,Women's 10km,Bronze Medal
19,Republic of Korea,JUN Woongtae,Modern Pentathlon;MPN;,Men's Individual,Bronze Medal
0,Hungary,KOVACS Sarolta,Modern Pentathlon;MPN;,Women's Individual,Bronze Medal
1,Belarus,HARNASKO Alina,Rhythmic Gymnastics;GRY;,Individual All-Around,Bronze Medal
2,Italy,CENTOFANTI Martina,Rhythmic Gymnastics;GRY;,Group All-Around,Bronze Medal
3,Italy,DURANTI Agnese,Rhythmic Gymnastics;GRY;,Group All-Around,Bronze Medal
4,Italy,MAURELLI Alessia,Rhythmic Gymnastics;GRY;,Group All-Around,Bronze Medal
5,Italy,MOGUREAN Daniela,Rhythmic Gymnastics;GRY;,Group All-Around,Bronze Medal
6,Italy,SANTANDREA Martina,Rhythmic Gymnastics;GRY;,Group All-Around,Bronze Medal
7,Great Britain,BUGAJSKI Josh,Rowing;ROW;,Men's Eight,Bronze Medal
8,Great Britain,DAWSON Jacob,Rowing;ROW;,Men's Eight,Bronze Medal
9,Great Britain,ELWES Charles,Rowing;ROW;,Men's Eight,Bronze Medal
10,Great Britain,FIELDMAN Henry,Rowing;ROW;,Men's Eight,Bronze Medal
11,Great Britain,FORD Tom,Rowing;ROW;,Men's Eight,Bronze Medal
12,Great Britain,GEORGE Tom,Rowing;ROW;,Men's Eight,Bronze Medal
13,Great Britain,RUDKIN James,Rowing;ROW;,Men's Eight,Bronze Medal
14,Great Britain,SBIHI Mohamed,Rowing;ROW;,Men's Eight,Bronze Medal
15,Great Britain,WYNNE-GRIFFITH Oliver,Rowing;ROW;,Men's Eight,Bronze Medal
16,Denmark,SUTTON Joachim,Rowing;ROW;,Men's Pair,Bronze Medal
17,Denmark,VYSTAVEL Frederic,Rowing;ROW;,Men's Pair,Bronze Medal
18,Italy,CASTALDO Matteo,Rowing;ROW;,Men's Four,Bronze Medal
19,Italy,di COSTANZO Marco,Rowing;ROW;,Men's Four,Bronze Medal
0,Italy,LODO Matteo,Rowing;ROW;,Men's Four,Bronze Medal
1,Italy,VICINO Giuseppe,Rowing;ROW;,Men's Four,Bronze Medal
2,Croatia,MARTIN Damir,Rowing;ROW;,Men's Single Sculls,Bronze Medal
3,People's Republic of China,LIU Zhiyu,Rowing;ROW;,Men's Double Sculls,Bronze Medal
4,People's Republic of China,ZHANG Liang,Rowing;ROW;,Men's Double Sculls,Bronze Medal
5,Italy,OPPO Stefano,Rowing;ROW;,Lightweight Men's Double Sculls,Bronze Medal
6,Italy,RUTA Pietro,Rowing;ROW;,Lightweight Men's Double Sculls,Bronze Medal
7,Australia,ANTILL Caleb,Rowing;ROW;,Men's Quadruple Sculls,Bronze Medal
8,Australia,CLEARY Jack,Rowing;ROW;,Men's Quadruple Sculls,Bronze Medal
9,Australia,GIRDLESTONE Cameron,Rowing;ROW;,Men's Quadruple Sculls,Bronze Medal
10,Australia,LETCHER Luke,Rowing;ROW;,Men's Quadruple Sculls,Bronze Medal
11,People's Republic of China,GUO Linlin,Rowing;ROW;,Women's Eight,Bronze Medal
12,People's Republic of China,JU Rui,Rowing;ROW;,Women's Eight,Bronze Medal
13,People's Republic of China,LI Jingjing,Rowing;ROW;,Women's Eight,Bronze Medal
14,People's Republic of China,MIAO Tian,Rowing;ROW;,Women's Eight,Bronze Medal
15,People's Republic of China,WANG Yuwei,Rowing;ROW;,Women's Eight,Bronze Medal
16,People's Republic of China,WANG Zifeng,Rowing;ROW;,Women's Eight,Bronze Medal
17,People's Republic of China,XU Fei,Rowing;ROW;,Women's Eight,Bronze Medal
18,People's Republic of China,ZHANG Dechang,Rowing;ROW;,Women's Eight,Bronze Medal
19,People's Republic of China,ZHANG Min,Rowing;ROW;,Women's Eight,Bronze Medal
0,Canada,FILMER Caileigh,Rowing;ROW;,Women's Pair,Bronze Medal
1,Canada,JANSSENS Hillary,Rowing;ROW;,Women's Pair,Bronze Medal
2,Ireland,HEGARTY Emily,Rowing;ROW;,Women's Four,Bronze Medal
3,Ireland,KEOGH Aifric,Rowing;ROW;,Women's Four,Bronze Medal
4,Ireland,LAMBE Eimear,Rowing;ROW;,Women's Four,Bronze Medal
5,Ireland,MURTAGH Fiona,Rowing;ROW;,Women's Four,Bronze Medal
6,Austria,LOBNIG Magdalena,Rowing;ROW;,Women's Single Sculls,Bronze Medal
7,Netherlands,de JONG Roos,Rowing;ROW;,Women's Double Sculls,Bronze Medal
8,Netherlands,SCHEENAARD Lisa,Rowing;ROW;,Women's Double Sculls,Bronze Medal
9,Netherlands,KEIJSER Marieke,Rowing;ROW;,Lightweight Women's Double Sculls,Bronze Medal
10,Netherlands,PAULIS Ilse,Rowing;ROW;,Lightweight Women's Double Sculls,Bronze Medal
11,Australia,CRONIN Caitlin,Rowing;ROW;,Women's Quadruple Sculls,Bronze Medal
12,Australia,HUDSON Harriet,Rowing;ROW;,Women's Quadruple Sculls,Bronze Medal
13,Australia,MEREDITH Rowena,Rowing;ROW;,Women's Quadruple Sculls,Bronze Medal
14,Australia,THOMPSON Ria,Rowing;ROW;,Women's Quadruple Sculls,Bronze Medal
15,Argentina,ALVAREZ Santiago,Rugby Sevens;RUG;,Men,Bronze Medal
16,Argentina,BAZAN VELEZ Lautaro,Rugby Sevens;RUG;,Men,Bronze Medal
17,Argentina,CINTI Lucio,Rugby Sevens;RUG;,Men,Bronze Medal
18,Argentina,del MESTRE Felipe,Rugby Sevens;RUG;,Men,Bronze Medal
19,Argentina,ETCHART Rodrigo,Rugby Sevens;RUG;,Men,Bronze Medal
0,Argentina,GONZALEZ Luciano,Rugby Sevens;RUG;,Men,Bronze Medal
1,Argentina,ISGRO Rodrigo,Rugby Sevens;RUG;,Men,Bronze Medal
2,Argentina,MARE Santiago,Rugby Sevens;RUG;,Men,Bronze Medal
3,Argentina,MENDY Ignacio,Rugby Sevens;RUG;,Men,Bronze Medal
4,Argentina,MONETA Marcos,Rugby Sevens;RUG;,Men,Bronze Medal
5,Argentina,OSADCZUK Matias,Rugby Sevens;RUG;,Men,Bronze Medal
6,Argentina,REVOL Gaston,Rugby Sevens;RUG;,Men,Bronze Medal
7,Argentina,SCHULZ German,Rugby Sevens;RUG;,Men,Bronze Medal
8,Fiji,CAVURU Lavena,Rugby Sevens;RUG;,Women,Bronze Medal
9,Fiji,DAVEUA Raijieli,Rugby Sevens;RUG;,Women,Bronze Medal
10,Fiji,DONU Sesenieli,Rugby Sevens;RUG;,Women,Bronze Medal
11,Fiji,LIKUCEVA Laisana,Rugby Sevens;RUG;,Women,Bronze Medal
12,Fiji,NAGASAU Rusila,Rugby Sevens;RUG;,Women,Bronze Medal
13,Fiji,NAIMASI Ana Maria,Rugby Sevens;RUG;,Women,Bronze Medal
14,Fiji,NAKOCI Alowesi,Rugby Sevens;RUG;,Women,Bronze Medal
15,Fiji,RADINIYAVUNI Roela,Rugby Sevens;RUG;,Women,Bronze Medal
16,Fiji,RIWAI Viniana,Rugby Sevens;RUG;,Women,Bronze Medal
17,Fiji,ROQICA Ana,Rugby Sevens;RUG;,Women,Bronze Medal
18,Fiji,SOLIKOVITI Vasiti,Rugby Sevens;RUG;,Women,Bronze Medal
19,Fiji,TINAI Lavenia,Rugby Sevens;RUG;,Women,Bronze Medal
0,Fiji,ULUNISAU Reapi,Rugby Sevens;RUG;,Women,Bronze Medal
1,Spain,RODRIGUEZ GARCIA-PAZ Nicolas,Sailing;SAL;,Men's Two Person Dinghy - 470,Bronze Medal
2,Spain,XAMMAR Jordi,Sailing;SAL;,Men's Two Person Dinghy - 470,Bronze Medal
3,Germany,HEIL Erik,Sailing;SAL;,Men's Skiff - 49er,Bronze Medal
4,Germany,PLOESSEL Thomas,Sailing;SAL;,Men's Skiff - 49er,Bronze Medal
5,Spain,CARDONA MENDEZ Joan,Sailing;SAL;,Men's One Person Dinghy (Heavyweight) - Finn,Bronze Medal
6,Norway,TOMASGAARD Hermann,Sailing;SAL;,Men's One Person Dinghy - Laser,Bronze Medal
7,People's Republic of China,BI Kun,Sailing;SAL;,Men's Windsurfer - RS:X,Bronze Medal
8,France,LECOINTRE Camille,Sailing;SAL;,Women's Two Person Dinghy - 470,Bronze Medal
9,France,RETORNAZ Aloise,Sailing;SAL;,Women's Two Person Dinghy - 470,Bronze Medal
10,Netherlands,BEKKERING Annemiek,Sailing;SAL;,Women's Skiff - 49er FX,Bronze Medal
11,Netherlands,DUETZ Annette,Sailing;SAL;,Women's Skiff - 49er FX,Bronze Medal
12,Netherlands,BOUWMEESTER Marit,Sailing;SAL;,Women's One Person Dinghy - Laser Radial,Bronze Medal
13,Great Britain,WILSON Emma,Sailing;SAL;,Women's Windsurfer - RS:X,Bronze Medal
14,Germany,KOHLHOFF Paul,Sailing;SAL;,Mixed Multihull - Nacra 17 Foiling,Bronze Medal
15,Germany,STUHLEMMER Alica,Sailing;SAL;,Mixed Multihull - Nacra 17 Foiling,Bronze Medal
16,People's Republic of China,PANG Wei,Shooting;SHO;,10m Air Pistol Men,Bronze Medal
17,People's Republic of China,YANG Haoran,Shooting;SHO;,10m Air Rifle Men,Bronze Medal
18,Serbia,SEBIC Milenko,Shooting;SHO;,50m Rifle 3 Positions Men,Bronze Medal
19,People's Republic of China,LI Yuehong,Shooting;SHO;,25m Rapid Fire Pistol Men,Bronze Medal
0,Kuwait,ALRASHIDI Abdullah,Shooting;SHO;,Skeet Men,Bronze Medal
1,Great Britain,COWARD HOLLEY Matthew John,Shooting;SHO;,Trap Men,Bronze Medal
2,People's Republic of China,JIANG Ranxin,Shooting;SHO;,10m Air Pistol Women,Bronze Medal
3,Switzerland,CHRISTEN Nina,Shooting;SHO;,10m Air Rifle Women,Bronze Medal
4,ROC,KARIMOVA Yulia,Shooting;SHO;,50m Rifle 3 Positions Women,Bronze Medal
5,People's Republic of China,WEI Meng,Shooting;SHO;,Skeet Women,Bronze Medal
6,People's Republic of China,XIAO Jiaruixuan,Shooting;SHO;,25m Pistol Women,Bronze Medal
7,San Marino,PERILLI Alessandra,Shooting;SHO;,Trap Women,Bronze Medal
8,Ukraine,KOSTEVYCH Olena,Shooting;SHO;,10m Air Pistol Mixed Team,Bronze Medal
9,Ukraine,OMELCHUK Oleh,Shooting;SHO;,10m Air Pistol Mixed Team,Bronze Medal
10,ROC,KAMENSKIY Sergey,Shooting;SHO;,10m Air Rifle Mixed Team,Bronze Medal
11,ROC,KARIMOVA Yulia,Shooting;SHO;,10m Air Rifle Mixed Team,Bronze Medal
12,United States of America,BERNAU Madelynn Ann,Shooting;SHO;,Trap Mixed Team,Bronze Medal
13,United States of America,BURROWS Brian,Shooting;SHO;,Trap Mixed Team,Bronze Medal
14,United States of America,JUNEAU Cory,Skateboarding;SKB;,Men's Park,Bronze Medal
15,United States of America,EATON Jagger,Skateboarding;SKB;,Men's Street,Bronze Medal
16,Great Britain,BROWN Sky,Skateboarding;SKB;,Women's Park,Bronze Medal
17,Japan,NAKAYAMA Funa,Skateboarding;SKB;,Women's Street,Bronze Medal
18,Austria,SCHUBERT Jakob,Sport Climbing;CLB;,Men's Combined,Bronze Medal
19,Japan,NOGUCHI Akiyo,Sport Climbing;CLB;,Women's Combined,Bronze Medal
0,Australia,WRIGHT Owen,Surfing;SRF;,Men,Bronze Medal
1,Japan,TSUZUKI Amuro,Surfing;SRF;,Women,Bronze Medal
2,United States of America,MURPHY Ryan,Swimming;SWM;,Men's 100m Backstroke,Bronze Medal
3,Switzerland,PONTI Noe,Swimming;SWM;,Men's 100m Butterfly,Bronze Medal
4,Italy,MARTINENGHI Nicolo,Swimming;SWM;,Men's 100m Breaststroke,Bronze Medal
5,ROC,KOLESNIKOV Kliment,Swimming;SWM;,Men's 100m Freestyle,Bronze Medal
6,Germany,WELLBROCK Florian,Swimming;SWM;,Men's 1500m Freestyle,Bronze Medal
7,Great Britain,GREENBANK Luke,Swimming;SWM;,Men's 200m Backstroke,Bronze Medal
8,Italy,BURDISSO Federico,Swimming;SWM;,Men's 200m Butterfly,Bronze Medal
9,Finland,MATTSSON Matti,Swimming;SWM;,Men's 200m Breaststroke,Bronze Medal
10,Brazil,SCHEFFER Fernando,Swimming;SWM;,Men's 200m Freestyle,Bronze Medal
11,Switzerland,DESPLANCHES Jeremy,Swimming;SWM;,Men's 200m Individual Medley,Bronze Medal
12,United States of America,SMITH Kieran,Swimming;SWM;,Men's 400m Freestyle,Bronze Medal
13,Australia,SMITH Brendon,Swimming;SWM;,Men's 400m Individual Medley,Bronze Medal
14,Australia,CHALMERS Kyle,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Bronze Medal
15,Australia,GRAHAM Alexander,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Bronze Medal
16,Australia,INCERTI Zac,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Bronze Medal
17,Australia,McEVOY Cameron,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Bronze Medal
18,Australia,TEMPLE Matthew,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Bronze Medal
19,Italy,BURDISSO Federico,Swimming;SWM;,Men's 4 x 100m Medley Relay,Bronze Medal
0,Italy,CECCON Thomas,Swimming;SWM;,Men's 4 x 100m Medley Relay,Bronze Medal
1,Italy,MARTINENGHI Nicolo,Swimming;SWM;,Men's 4 x 100m Medley Relay,Bronze Medal
2,Italy,MIRESSI Alessandro,Swimming;SWM;,Men's 4 x 100m Medley Relay,Bronze Medal
3,Australia,CHALMERS Kyle,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Bronze Medal
4,Australia,GRAHAM Alexander,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Bronze Medal
5,Australia,HORTON Mack,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Bronze Medal
6,Australia,INCERTI Zac,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Bronze Medal
7,Australia,NEILL Thomas,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Bronze Medal
8,Australia,WINNINGTON Elijah,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Bronze Medal
9,Brazil,FRATUS Bruno,Swimming;SWM;,Men's 50m Freestyle,Bronze Medal
10,Ukraine,ROMANCHUK Mykhailo,Swimming;SWM;,Men's 800m Freestyle,Bronze Medal
11,United States of America,SMITH Regan,Swimming;SWM;,Women's 100m Backstroke,Bronze Medal
12,Australia,McKEON Emma,Swimming;SWM;,Women's 100m Butterfly,Bronze Medal
13,United States of America,KING Lilly,Swimming;SWM;,Women's 100m Breaststroke,Bronze Medal
14,Australia,CAMPBELL Cate,Swimming;SWM;,Women's 100m Freestyle,Bronze Medal
